model,model_display_name,sample_mode,prompt_mode,story_id,left_sample_id,right_sample_id,transition,gold_same,pred_same,has_invalid,is_consistent
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22262,22305,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22262,22312,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22262,26488,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22485,22240,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22485,22127,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22485,22305,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22485,22312,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,22485,26488,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,26868,22240,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,26868,22127,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,26868,22305,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,26868,22312,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense3,26868,26488,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,22926,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,22778,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,27166,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,27298,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,30167,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,30232,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,30281,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,27319,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,22780,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,27059,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,22766,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,26930,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,22708,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,22707,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22954,26923,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,22926,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,22778,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,27166,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,27298,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,30167,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,30232,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,30281,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,27319,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,22780,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,27059,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,22766,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,26930,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,22708,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,22707,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27083,26923,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,22926,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,22778,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,27166,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,27298,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,30167,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,30232,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,30281,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,27319,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,22780,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,27059,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,22766,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,26930,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,22708,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,22707,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27111,26923,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,22926,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,22778,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,27166,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,27298,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,30167,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,30232,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,30281,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,27319,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,22780,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,27059,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,22766,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,26930,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,22708,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,22707,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27182,26923,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,22926,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,22778,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,27166,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,27298,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,30167,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,30232,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,30281,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,27319,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,22780,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,27059,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,22766,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,26930,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,22708,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,22707,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27135,26923,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,22926,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,22778,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,27166,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,27298,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,30167,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,30232,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,30281,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,27319,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,22780,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,27059,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,22766,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,26930,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,22708,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,22707,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22933,26923,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,22926,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,22778,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,27166,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,27298,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,30167,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,30232,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,30281,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,27319,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,22780,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,27059,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,22766,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,26930,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,22708,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,22707,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26932,26923,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,22926,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,22778,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,27166,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,27298,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,30167,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,30232,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,30281,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,27319,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,22780,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,27059,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,22766,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,26930,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,22708,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,22707,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27284,26923,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,30167,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,30232,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,30281,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,27319,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,22780,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,22708,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,22707,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22926,26923,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,30167,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,30232,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,30281,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,27319,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,22780,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,22708,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,22707,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22778,26923,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,30167,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,30232,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,30281,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,27319,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,22780,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,22708,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,22707,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27166,26923,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,30167,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,30232,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,30281,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,27319,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,22780,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,22708,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,22707,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27298,26923,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30167,27059,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30167,22766,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30167,26930,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30232,27059,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30232,22766,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30232,26930,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30281,27059,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30281,22766,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,30281,26930,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27319,27059,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27319,22766,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27319,26930,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22780,27059,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22780,22766,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22780,26930,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27059,22708,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27059,22707,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,27059,26923,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22766,22708,1→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22766,22707,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,22766,26923,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26930,22708,1→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26930,22707,1→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense4,26930,26923,1→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,23062,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,23407,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27667,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27557,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,30358,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,30410,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27340,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27535,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27761,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27453,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27735,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,23422,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27732,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27510,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27610,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,23295,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,23148,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,23288,27553,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,23062,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,23407,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27667,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27557,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,30358,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,30410,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27340,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27535,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27761,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27453,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27735,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,23422,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27732,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27510,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27610,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,23295,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,23148,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27560,27553,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,23062,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,23407,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27667,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27557,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,30358,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,30410,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27340,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27535,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27761,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27453,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27735,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,23422,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27732,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27510,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27610,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,23295,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,23148,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27594,27553,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,23062,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,23407,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27667,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27557,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,30358,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,30410,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27340,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27535,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27761,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27453,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27735,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,23422,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27732,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27510,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27610,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,23295,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,23148,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27624,27553,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,23062,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,23407,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27667,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27557,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,30358,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,30410,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27340,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27535,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27761,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27453,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27735,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,23422,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27732,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27510,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27610,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,23295,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,23148,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27649,27553,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,23062,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,23407,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27667,1→2,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27557,1→2,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,30358,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,30410,2→3,True,True,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27340,2→3,False,True,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27535,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27761,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27453,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27735,1→2,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,23422,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27732,1→2,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27510,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,27610,2→3,False,False,False,1
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,23295,2→3,True,False,False,0
qwen3_8b,Qwen3-8B,formal,direct,nonsense5,27451,23148,2→3,False,True,False,0
